11:54:06.717 [Philosopher-1; Meals=0]: I'm alive!
11:54:08.911 [Philosopher-4; Meals=8]: Found a nice seat (Chair-2)
11:54:08.919 [Philosopher-3; Meals=10]: Mediating for 5 ms
11:54:08.919 [Philosopher-4; Meals=8]: Waiting for 2 forks...
11:54:08.925 [Philosopher-4; Meals=8]: Picked up fork (Fork-2 from Chair-2)
11:54:08.930 [Philosopher-3; Meals=10]: Waiting for a nice seat...
11:54:08.932 [Philosopher-4; Meals=8]: Picked up fork (Fork-2 from Chair-2)
11:54:08.936 [Philosopher-1; Meals=5]: Picked up fork (Fork-3 from Chair-3)
11:54:08.938 [Philosopher-3; Meals=10]: Found a nice seat (Chair-4)
11:54:08.940 [Philosopher-4; Meals=8]: Found 2 forks! :D
11:54:08.945 [Philosopher-1; Meals=5]: Release my fork (Fork-3 from Chair-3)
11:54:08.947 [Philosopher-3; Meals=10]: Waiting for 2 forks...
11:54:08.948 [Philosopher-4; Meals=9]: Eating for 1 ms
11:54:08.956 [Philosopher-3; Meals=10]: Picked up fork (Fork-4 from Chair-4)
11:54:08.958 [Philosopher-4; Meals=9]: Release my fork (Fork-1 from Chair-1)
11:54:08.963 [Philosopher-3; Meals=10]: Picked up fork (Fork-4 from Chair-4)
11:54:08.965 [Philosopher-4; Meals=9]: Release my fork (Fork-2 from Chair-2)
11:54:08.970 [Philosopher-3; Meals=10]: Found 2 forks! :D
11:54:08.972 [Philosopher-4; Meals=9]: Stand up from seat (Chair-2)
11:54:08.979 [Philosopher-3; Meals=11]: Eating for 1 ms
11:54:08.980 [Philosopher-4; Meals=9]: Mediating for 5 ms
11:54:08.986 [Philosopher-3; Meals=11]: Release my fork (Fork-3 from Chair-3)
11:54:08.991 [Philosopher-4; Meals=9]: Sleeping for 10 ms
11:54:08.992 [Philosopher-3; Meals=11]: Release my fork (Fork-4 from Chair-4)
11:54:08.998 [Philosopher-3; Meals=11]: Stand up from seat (Chair-4)
11:54:09.004 [Philosopher-3; Meals=11]: Mediating for 5 ms
11:54:09.007 [Philosopher-4; Meals=9]: Waiting for a nice seat...
11:54:09.014 [Philosopher-4; Meals=9]: Found a nice seat (Chair-2)
11:54:09.016 [Philosopher-3; Meals=11]: Waiting for a nice seat...
11:54:09.021 [Philosopher-4; Meals=9]: Waiting for 2 forks...
11:54:09.023 [Philosopher-3; Meals=11]: Found a nice seat (Chair-4)
11:54:09.028 [Philosopher-4; Meals=9]: Picked up fork (Fork-2 from Chair-2)
11:54:09.030 [Philosopher-3; Meals=11]: Waiting for 2 forks...
11:54:09.036 [Philosopher-4; Meals=9]: Picked up fork (Fork-2 from Chair-2)
11:54:09.037 [Philosopher-3; Meals=11]: Picked up fork (Fork-4 from Chair-4)
11:54:09.044 [Philosopher-3; Meals=11]: Picked up fork (Fork-4 from Chair-4)
11:54:09.045 [Philosopher-4; Meals=9]: Found 2 forks! :D
11:54:09.051 [Philosopher-3; Meals=11]: Found 2 forks! :D
11:54:09.051 [Philosopher-4; Meals=10]: Eating for 1 ms
11:54:09.059 [Philosopher-3; Meals=12]: Eating for 1 ms
11:54:09.060 [Philosopher-4; Meals=10]: Release my fork (Fork-1 from Chair-1)
11:54:09.067 [Philosopher-3; Meals=12]: Release my fork (Fork-3 from Chair-3)
11:54:09.067 [Philosopher-4; Meals=10]: Release my fork (Fork-2 from Chair-2)
11:54:09.073 [Philosopher-3; Meals=12]: Release my fork (Fork-4 from Chair-4)
11:54:09.073 [Philosopher-4; Meals=10]: Stand up from seat (Chair-2)
11:54:09.080 [Philosopher-3; Meals=12]: Stand up from seat (Chair-4)
11:54:09.080 [Philosopher-4; Meals=10]: Mediating for 5 ms
11:54:09.086 [Philosopher-3; Meals=12]: Mediating for 5 ms
11:54:09.091 [Philosopher-4; Meals=10]: Waiting for a nice seat...
11:54:09.097 [Philosopher-4; Meals=10]: Found a nice seat (Chair-2)
11:54:09.098 [Philosopher-3; Meals=12]: Sleeping for 10 ms
11:54:09.106 [Philosopher-4; Meals=10]: Waiting for 2 forks...
11:54:09.111 [Philosopher-1; Meals=5]: Picked up fork (Fork-3 from Chair-3)
11:54:09.111 [Philosopher-2; Meals=4]: Picked up fork (Fork-1 from Chair-1)
11:54:09.112 [Philosopher-4; Meals=10]: Picked up fork (Fork-2 from Chair-2)
11:54:09.116 [Philosopher-3; Meals=12]: Waiting for a nice seat...
11:54:09.121 [Philosopher-1; Meals=5]: Release my fork (Fork-3 from Chair-3)
11:54:09.121 [Philosopher-2; Meals=4]: Picked up fork (Fork-1 from Chair-1)
11:54:09.121 [Philosopher-4; Meals=10]: Release my fork (Fork-2 from Chair-2)
11:54:09.127 [Philosopher-3; Meals=12]: Found a nice seat (Chair-4)
11:54:09.130 [Philosopher-2; Meals=4]: Found 2 forks! :D
11:54:09.135 [Philosopher-3; Meals=12]: Waiting for 2 forks...
11:54:09.137 [Philosopher-2; Meals=5]: Eating for 1 ms
11:54:09.144 [Philosopher-3; Meals=12]: Picked up fork (Fork-4 from Chair-4)
11:54:09.146 [Philosopher-2; Meals=5]: Release my fork (Fork-1 from Chair-1)
11:54:09.152 [Philosopher-3; Meals=12]: Release my fork (Fork-3 from Chair-3)
11:54:09.153 [Philosopher-2; Meals=5]: Release my fork (Fork-4 from Chair-4)
11:54:09.159 [Philosopher-2; Meals=5]: Stand up from seat (Chair-1)
11:54:09.165 [Philosopher-2; Meals=5]: Mediating for 5 ms
11:54:09.175 [Philosopher-2; Meals=5]: Waiting for a nice seat...
11:54:09.181 [Philosopher-2; Meals=5]: Found a nice seat (Chair-1)
11:54:09.187 [Philosopher-2; Meals=5]: Waiting for 2 forks...
11:54:09.193 [Philosopher-2; Meals=5]: Picked up fork (Fork-1 from Chair-1)
11:54:09.199 [Philosopher-2; Meals=5]: Picked up fork (Fork-1 from Chair-1)
11:54:09.204 [Philosopher-2; Meals=5]: Found 2 forks! :D
11:54:09.210 [Philosopher-2; Meals=6]: Eating for 1 ms
11:54:09.217 [Philosopher-2; Meals=6]: Release my fork (Fork-1 from Chair-1)
11:54:09.223 [Philosopher-2; Meals=6]: Release my fork (Fork-4 from Chair-4)
11:54:09.229 [Philosopher-2; Meals=6]: Stand up from seat (Chair-1)
11:54:09.235 [Philosopher-2; Meals=6]: Mediating for 5 ms
11:54:09.246 [Philosopher-2; Meals=6]: Sleeping for 10 ms
11:54:09.248 [Philosopher-3; Meals=12]: Picked up fork (Fork-4 from Chair-4)
11:54:09.256 [Philosopher-3; Meals=12]: Picked up fork (Fork-4 from Chair-4)
11:54:09.262 [Philosopher-3; Meals=12]: Found 2 forks! :D
11:54:09.264 [Philosopher-2; Meals=6]: Waiting for a nice seat...
11:54:09.269 [Philosopher-3; Meals=13]: Eating for 1 ms
11:54:09.271 [Philosopher-2; Meals=6]: Found a nice seat (Chair-1)
11:54:09.277 [Philosopher-3; Meals=13]: Release my fork (Fork-3 from Chair-3)
11:54:09.278 [Philosopher-2; Meals=6]: Waiting for 2 forks...
11:54:09.285 [Philosopher-2; Meals=6]: Picked up fork (Fork-1 from Chair-1)
11:54:09.285 [Philosopher-3; Meals=13]: Release my fork (Fork-4 from Chair-4)
11:54:09.293 [Philosopher-2; Meals=6]: Picked up fork (Fork-1 from Chair-1)
11:54:09.293 [Philosopher-3; Meals=13]: Stand up from seat (Chair-4)
11:54:09.302 [Philosopher-2; Meals=6]: Found 2 forks! :D
11:54:09.302 [Philosopher-3; Meals=13]: Mediating for 5 ms
11:54:09.311 [Philosopher-2; Meals=7]: Eating for 1 ms
11:54:09.315 [Philosopher-3; Meals=13]: Waiting for a nice seat...
11:54:09.319 [Philosopher-2; Meals=7]: Release my fork (Fork-1 from Chair-1)
11:54:09.324 [Philosopher-4; Meals=10]: Picked up fork (Fork-2 from Chair-2)
11:54:09.325 [Philosopher-3; Meals=13]: Found a nice seat (Chair-4)
11:54:09.328 [Philosopher-2; Meals=7]: Release my fork (Fork-4 from Chair-4)
11:54:09.332 [Philosopher-4; Meals=10]: Picked up fork (Fork-2 from Chair-2)
11:54:09.334 [Philosopher-3; Meals=13]: Waiting for 2 forks...
11:54:09.337 [Philosopher-2; Meals=7]: Stand up from seat (Chair-1)
11:54:09.344 [Philosopher-4; Meals=10]: Found 2 forks! :D
11:54:09.345 [Philosopher-3; Meals=13]: Picked up fork (Fork-4 from Chair-4)
11:54:09.347 [Philosopher-2; Meals=7]: Mediating for 5 ms
11:54:09.353 [Philosopher-3; Meals=13]: Picked up fork (Fork-4 from Chair-4)
11:54:09.353 [Philosopher-4; Meals=11]: Eating for 1 ms
11:54:09.362 [Philosopher-2; Meals=7]: Waiting for a nice seat...
11:54:09.362 [Philosopher-3; Meals=13]: Found 2 forks! :D
11:54:09.363 [Philosopher-4; Meals=11]: Release my fork (Fork-1 from Chair-1)
11:54:09.375 [Philosopher-3; Meals=14]: Eating for 1 ms
11:54:09.377 [Philosopher-2; Meals=7]: Found a nice seat (Chair-1)
11:54:09.378 [Philosopher-4; Meals=11]: Release my fork (Fork-2 from Chair-2)
11:54:09.387 [Philosopher-2; Meals=7]: Waiting for 2 forks...
11:54:09.388 [Philosopher-3; Meals=14]: Release my fork (Fork-3 from Chair-3)
11:54:09.390 [Philosopher-4; Meals=11]: Stand up from seat (Chair-2)
11:54:09.398 [Philosopher-2; Meals=7]: Picked up fork (Fork-1 from Chair-1)
11:54:09.398 [Philosopher-3; Meals=14]: Release my fork (Fork-4 from Chair-4)
11:54:09.402 [Philosopher-4; Meals=11]: Mediating for 5 ms
11:54:09.405 [Philosopher-3; Meals=14]: Stand up from seat (Chair-4)
11:54:09.406 [Philosopher-2; Meals=7]: Picked up fork (Fork-1 from Chair-1)
11:54:09.414 [Philosopher-3; Meals=14]: Mediating for 5 ms
11:54:09.416 [Philosopher-2; Meals=7]: Found 2 forks! :D
11:54:09.416 [Philosopher-4; Meals=11]: Waiting for a nice seat...
11:54:09.424 [Philosopher-2; Meals=8]: Eating for 1 ms
11:54:09.424 [Philosopher-4; Meals=11]: Found a nice seat (Chair-2)
11:54:09.428 [Philosopher-3; Meals=14]: Waiting for a nice seat...
11:54:09.432 [Philosopher-4; Meals=11]: Waiting for 2 forks...
11:54:09.434 [Philosopher-2; Meals=8]: Release my fork (Fork-1 from Chair-1)
11:54:09.440 [Philosopher-3; Meals=14]: Found a nice seat (Chair-4)
11:54:09.441 [Philosopher-4; Meals=11]: Picked up fork (Fork-2 from Chair-2)
11:54:09.444 [Philosopher-2; Meals=8]: Release my fork (Fork-4 from Chair-4)
11:54:09.450 [Philosopher-3; Meals=14]: Waiting for 2 forks...
11:54:09.450 [Philosopher-4; Meals=11]: Picked up fork (Fork-2 from Chair-2)
11:54:09.454 [Philosopher-2; Meals=8]: Stand up from seat (Chair-1)
11:54:09.457 [Philosopher-3; Meals=14]: Picked up fork (Fork-4 from Chair-4)
11:54:09.457 [Philosopher-4; Meals=11]: Found 2 forks! :D
11:54:09.464 [Philosopher-2; Meals=8]: Mediating for 5 ms
11:54:09.466 [Philosopher-3; Meals=14]: Picked up fork (Fork-4 from Chair-4)
11:54:09.466 [Philosopher-4; Meals=12]: Eating for 1 ms
11:54:09.473 [Philosopher-3; Meals=14]: Found 2 forks! :D
11:54:09.476 [Philosopher-4; Meals=12]: Release my fork (Fork-1 from Chair-1)
11:54:09.478 [Philosopher-2; Meals=8]: Waiting for a nice seat...
11:54:09.481 [Philosopher-3; Meals=15]: Eating for 1 ms
11:54:09.485 [Philosopher-4; Meals=12]: Release my fork (Fork-2 from Chair-2)
11:54:09.487 [Philosopher-2; Meals=8]: Found a nice seat (Chair-1)
11:54:09.491 [Philosopher-3; Meals=15]: Release my fork (Fork-3 from Chair-3)
11:54:09.495 [Philosopher-4; Meals=12]: Stand up from seat (Chair-2)
11:54:09.496 [Philosopher-2; Meals=8]: Waiting for 2 forks...
11:54:09.499 [Philosopher-3; Meals=15]: Release my fork (Fork-4 from Chair-4)
11:54:09.504 [Philosopher-4; Meals=12]: Mediating for 5 ms
11:54:09.506 [Philosopher-2; Meals=8]: Picked up fork (Fork-1 from Chair-1)
11:54:09.508 [Philosopher-3; Meals=15]: Stand up from seat (Chair-4)
11:54:09.515 [Philosopher-2; Meals=8]: Picked up fork (Fork-1 from Chair-1)
11:54:09.517 [Philosopher-3; Meals=15]: Mediating for 5 ms
11:54:09.518 [Philosopher-4; Meals=12]: Sleeping for 10 ms
11:54:09.523 [Philosopher-2; Meals=8]: Found 2 forks! :D
11:54:09.527 [Philosopher-1; Meals=5]: Picked up fork (Fork-3 from Chair-3)
11:54:09.530 [Philosopher-2; Meals=9]: Eating for 1 ms
11:54:09.530 [Philosopher-3; Meals=15]: Sleeping for 10 ms
11:54:09.534 [Philosopher-1; Meals=5]: Picked up fork (Fork-3 from Chair-3)
11:54:09.535 [Philosopher-4; Meals=12]: Waiting for a nice seat...
11:54:09.540 [Philosopher-2; Meals=9]: Release my fork (Fork-1 from Chair-1)
11:54:09.545 [Philosopher-4; Meals=12]: Found a nice seat (Chair-2)
11:54:09.546 [Philosopher-1; Meals=5]: Found 2 forks! :D
11:54:09.549 [Philosopher-3; Meals=15]: Waiting for a nice seat...
11:54:09.551 [Philosopher-2; Meals=9]: Release my fork (Fork-4 from Chair-4)
11:54:09.555 [Philosopher-4; Meals=12]: Waiting for 2 forks...
11:54:09.556 [Philosopher-1; Meals=6]: Eating for 1 ms
11:54:09.560 [Philosopher-3; Meals=15]: Found a nice seat (Chair-4)
11:54:09.563 [Philosopher-2; Meals=9]: Stand up from seat (Chair-1)
11:54:09.565 [Philosopher-4; Meals=12]: Picked up fork (Fork-2 from Chair-2)
11:54:09.568 [Philosopher-1; Meals=6]: Release my fork (Fork-2 from Chair-2)
11:54:09.572 [Philosopher-3; Meals=15]: Waiting for 2 forks...
11:54:09.574 [Philosopher-2; Meals=9]: Mediating for 5 ms
11:54:09.575 [Philosopher-4; Meals=12]: Release my fork (Fork-1 from Chair-1)
11:54:09.579 [Philosopher-1; Meals=6]: Release my fork (Fork-3 from Chair-3)
11:54:09.583 [Philosopher-3; Meals=15]: Picked up fork (Fork-4 from Chair-4)
11:54:09.587 [Philosopher-1; Meals=6]: Stand up from seat (Chair-3)
11:54:09.589 [Philosopher-2; Meals=9]: Sleeping for 10 ms
11:54:09.591 [Philosopher-3; Meals=15]: Picked up fork (Fork-4 from Chair-4)
11:54:09.596 [Philosopher-1; Meals=6]: Mediating for 5 ms
11:54:09.599 [Philosopher-3; Meals=15]: Found 2 forks! :D
11:54:09.606 [Philosopher-3; Meals=16]: Eating for 1 ms
11:54:09.608 [Philosopher-1; Meals=6]: Sleeping for 10 ms
11:54:09.608 [Philosopher-2; Meals=9]: Waiting for a nice seat...
11:54:09.615 [Philosopher-2; Meals=9]: Found a nice seat (Chair-1)
11:54:09.615 [Philosopher-3; Meals=16]: Release my fork (Fork-3 from Chair-3)
11:54:09.624 [Philosopher-2; Meals=9]: Waiting for 2 forks...
11:54:09.624 [Philosopher-3; Meals=16]: Release my fork (Fork-4 from Chair-4)
11:54:09.627 [Philosopher-1; Meals=6]: Waiting for a nice seat...
11:54:09.634 [Philosopher-2; Meals=9]: Picked up fork (Fork-1 from Chair-1)
11:54:09.634 [Philosopher-3; Meals=16]: Stand up from seat (Chair-4)
11:54:09.639 [Philosopher-1; Meals=6]: Found a nice seat (Chair-3)
11:54:09.644 [Philosopher-2; Meals=9]: Picked up fork (Fork-1 from Chair-1)
11:54:09.644 [Philosopher-3; Meals=16]: Mediating for 5 ms
11:54:09.649 [Philosopher-1; Meals=6]: Waiting for 2 forks...
11:54:09.654 [Philosopher-2; Meals=9]: Found 2 forks! :D
11:54:09.658 [Philosopher-1; Meals=6]: Picked up fork (Fork-3 from Chair-3)
11:54:09.659 [Philosopher-3; Meals=16]: Waiting for a nice seat...
11:54:09.665 [Philosopher-2; Meals=10]: Eating for 1 ms
11:54:09.670 [Philosopher-1; Meals=6]: Picked up fork (Fork-3 from Chair-3)
11:54:09.670 [Philosopher-3; Meals=16]: Found a nice seat (Chair-4)
11:54:09.682 [Philosopher-3; Meals=16]: Waiting for 2 forks...
11:54:09.683 [Philosopher-1; Meals=6]: Found 2 forks! :D
11:54:09.683 [Philosopher-2; Meals=10]: Release my fork (Fork-1 from Chair-1)
11:54:09.692 [Philosopher-1; Meals=7]: Eating for 1 ms
11:54:09.693 [Philosopher-2; Meals=10]: Release my fork (Fork-4 from Chair-4)
11:54:09.702 [Philosopher-1; Meals=7]: Release my fork (Fork-2 from Chair-2)
11:54:09.702 [Philosopher-2; Meals=10]: Stand up from seat (Chair-1)
11:54:09.710 [Philosopher-1; Meals=7]: Release my fork (Fork-3 from Chair-3)
11:54:09.710 [Philosopher-2; Meals=10]: Mediating for 5 ms
11:54:09.719 [Philosopher-1; Meals=7]: Stand up from seat (Chair-3)
11:54:09.724 [Philosopher-2; Meals=10]: Waiting for a nice seat...
11:54:09.726 [Philosopher-1; Meals=7]: Mediating for 5 ms
11:54:09.733 [Philosopher-2; Meals=10]: Found a nice seat (Chair-1)
11:54:09.740 [Philosopher-1; Meals=7]: Waiting for a nice seat...
11:54:09.740 [Philosopher-2; Meals=10]: Waiting for 2 forks...
11:54:09.747 [Philosopher-1; Meals=7]: Found a nice seat (Chair-3)
11:54:09.749 [Philosopher-2; Meals=10]: Picked up fork (Fork-1 from Chair-1)
11:54:09.757 [Philosopher-1; Meals=7]: Waiting for 2 forks...
11:54:09.758 [Philosopher-2; Meals=10]: Picked up fork (Fork-1 from Chair-1)
11:54:09.766 [Philosopher-1; Meals=7]: Picked up fork (Fork-3 from Chair-3)
11:54:09.766 [Philosopher-2; Meals=10]: Found 2 forks! :D
11:54:09.773 [Philosopher-2; Meals=11]: Eating for 1 ms
11:54:09.775 [Philosopher-1; Meals=7]: Picked up fork (Fork-3 from Chair-3)
11:54:09.781 [Philosopher-1; Meals=7]: Found 2 forks! :D
11:54:09.782 [Philosopher-2; Meals=11]: Release my fork (Fork-1 from Chair-1)
11:54:09.791 [Philosopher-1; Meals=8]: Eating for 1 ms
11:54:09.791 [Philosopher-2; Meals=11]: Release my fork (Fork-4 from Chair-4)
11:54:09.799 [Philosopher-2; Meals=11]: Stand up from seat (Chair-1)
11:54:09.800 [Philosopher-1; Meals=8]: Release my fork (Fork-2 from Chair-2)
11:54:09.807 [Philosopher-1; Meals=8]: Release my fork (Fork-3 from Chair-3)
11:54:09.807 [Philosopher-2; Meals=11]: Mediating for 5 ms
11:54:09.816 [Philosopher-1; Meals=8]: Stand up from seat (Chair-3)
11:54:09.821 [Philosopher-2; Meals=11]: Waiting for a nice seat...
11:54:09.823 [Philosopher-1; Meals=8]: Mediating for 5 ms
11:54:09.823 [Philosopher-3; Meals=16]: Picked up fork (Fork-4 from Chair-4)
11:54:09.830 [Philosopher-2; Meals=11]: Found a nice seat (Chair-1)
11:54:09.834 [Philosopher-3; Meals=16]: Picked up fork (Fork-4 from Chair-4)
11:54:09.839 [Philosopher-1; Meals=8]: Waiting for a nice seat...
11:54:09.841 [Philosopher-2; Meals=11]: Waiting for 2 forks...
11:54:09.844 [Philosopher-3; Meals=16]: Found 2 forks! :D
11:54:09.849 [Philosopher-1; Meals=8]: Found a nice seat (Chair-3)
11:54:09.851 [Philosopher-2; Meals=11]: Picked up fork (Fork-1 from Chair-1)
11:54:09.859 [Philosopher-3; Meals=17]: Eating for 1 ms
11:54:09.860 [Philosopher-1; Meals=8]: Waiting for 2 forks...
11:54:09.861 [Philosopher-2; Meals=11]: Release my fork (Fork-1 from Chair-1)
11:54:09.870 [Philosopher-1; Meals=8]: Picked up fork (Fork-3 from Chair-3)
11:54:09.870 [Philosopher-3; Meals=17]: Release my fork (Fork-3 from Chair-3)
11:54:09.877 [Philosopher-1; Meals=8]: Release my fork (Fork-2 from Chair-2)
11:54:09.879 [Philosopher-3; Meals=17]: Release my fork (Fork-4 from Chair-4)
11:54:09.888 [Philosopher-3; Meals=17]: Stand up from seat (Chair-4)
11:54:09.894 [Philosopher-3; Meals=17]: Mediating for 5 ms
11:54:09.908 [Philosopher-3; Meals=17]: Waiting for a nice seat...
11:54:09.915 [Philosopher-3; Meals=17]: Found a nice seat (Chair-4)
11:54:09.921 [Philosopher-3; Meals=17]: Waiting for 2 forks...
11:54:09.927 [Philosopher-3; Meals=17]: Picked up fork (Fork-4 from Chair-4)
11:54:09.934 [Philosopher-3; Meals=17]: Picked up fork (Fork-4 from Chair-4)
11:54:09.938 [Philosopher-4; Meals=12]: Picked up fork (Fork-2 from Chair-2)
11:54:09.942 [Philosopher-3; Meals=17]: Found 2 forks! :D
11:54:09.947 [Philosopher-4; Meals=12]: Picked up fork (Fork-2 from Chair-2)
11:54:09.950 [Philosopher-3; Meals=18]: Eating for 1 ms
11:54:09.954 [Philosopher-4; Meals=12]: Found 2 forks! :D
11:54:09.958 [Philosopher-3; Meals=18]: Release my fork (Fork-3 from Chair-3)
11:54:09.961 [Philosopher-4; Meals=13]: Eating for 1 ms
11:54:09.967 [Philosopher-3; Meals=18]: Release my fork (Fork-4 from Chair-4)
11:54:09.970 [Philosopher-4; Meals=13]: Release my fork (Fork-1 from Chair-1)
11:54:09.974 [Philosopher-3; Meals=18]: Stand up from seat (Chair-4)
11:54:09.978 [Philosopher-4; Meals=13]: Release my fork (Fork-2 from Chair-2)
11:54:09.982 [Philosopher-3; Meals=18]: Mediating for 5 ms
11:54:09.984 [Philosopher-1; Meals=8]: Picked up fork (Fork-3 from Chair-3)
11:54:09.986 [Philosopher-4; Meals=13]: Stand up from seat (Chair-2)
11:54:09.990 [Philosopher-2; Meals=11]: Picked up fork (Fork-1 from Chair-1)
11:54:09.993 [Philosopher-1; Meals=8]: Picked up fork (Fork-3 from Chair-3)
11:54:09.995 [Philosopher-3; Meals=18]: Sleeping for 10 ms
11:54:09.996 [Philosopher-4; Meals=13]: Mediating for 5 ms
11:54:10.001 [Philosopher-2; Meals=11]: Picked up fork (Fork-1 from Chair-1)
11:54:10.004 [Philosopher-1; Meals=8]: Found 2 forks! :D
11:54:10.010 [Philosopher-2; Meals=11]: Found 2 forks! :D
11:54:10.011 [Philosopher-4; Meals=13]: Waiting for a nice seat...
11:54:10.013 [Philosopher-1; Meals=9]: Eating for 1 ms
11:54:10.014 [Philosopher-3; Meals=18]: Waiting for a nice seat...
11:54:10.020 [Philosopher-2; Meals=12]: Eating for 1 ms
11:54:10.021 [Philosopher-4; Meals=13]: Found a nice seat (Chair-2)
11:54:10.023 [Philosopher-1; Meals=9]: Release my fork (Fork-2 from Chair-2)
11:54:10.025 [Philosopher-3; Meals=18]: Found a nice seat (Chair-4)
11:54:10.031 [Philosopher-4; Meals=13]: Waiting for 2 forks...
11:54:10.032 [Philosopher-2; Meals=12]: Release my fork (Fork-1 from Chair-1)
11:54:10.037 [Philosopher-1; Meals=9]: Release my fork (Fork-3 from Chair-3)
11:54:10.038 [Philosopher-3; Meals=18]: Waiting for 2 forks...
11:54:10.042 [Philosopher-2; Meals=12]: Release my fork (Fork-4 from Chair-4)
11:54:10.042 [Philosopher-4; Meals=13]: Picked up fork (Fork-2 from Chair-2)
11:54:10.049 [Philosopher-1; Meals=9]: Stand up from seat (Chair-3)
11:54:10.049 [Philosopher-3; Meals=18]: Picked up fork (Fork-4 from Chair-4)
11:54:10.053 [Philosopher-4; Meals=13]: Picked up fork (Fork-2 from Chair-2)
11:54:10.054 [Philosopher-2; Meals=12]: Stand up from seat (Chair-1)
11:54:10.060 [Philosopher-1; Meals=9]: Mediating for 5 ms
11:54:10.062 [Philosopher-3; Meals=18]: Picked up fork (Fork-4 from Chair-4)
11:54:10.062 [Philosopher-4; Meals=13]: Found 2 forks! :D
11:54:10.065 [Philosopher-2; Meals=12]: Mediating for 5 ms
11:54:10.071 [Philosopher-3; Meals=18]: Found 2 forks! :D
11:54:10.071 [Philosopher-4; Meals=14]: Eating for 1 ms
11:54:10.075 [Philosopher-1; Meals=9]: Sleeping for 10 ms
11:54:10.079 [Philosopher-2; Meals=12]: Sleeping for 10 ms
11:54:10.079 [Philosopher-3; Meals=19]: Eating for 1 ms
11:54:10.080 [Philosopher-4; Meals=14]: Release my fork (Fork-1 from Chair-1)
11:54:10.090 [Philosopher-3; Meals=19]: Release my fork (Fork-3 from Chair-3)
11:54:10.090 [Philosopher-4; Meals=14]: Release my fork (Fork-2 from Chair-2)
11:54:10.094 [Philosopher-1; Meals=9]: Waiting for a nice seat...
11:54:10.098 [Philosopher-2; Meals=12]: Waiting for a nice seat...
